39, State-gov,2, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,11,1,40, United-States, <=50K
34, Private,1, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1,40, United-States, >50K
25, Private,1, Some-college,10, Married-spouse-absent, Sales, Not-in-family, White, Male,0,1,50, United-States, <=50K
54, Private,1, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Male,5,1,40, United-States, <=50K
19, ?,1, Some-college,10, Never-married, ?, Own-child, White, Female,0,1,35, United-States, <=50K
35, Private,1, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,1,50, United-States, <=50K
24, Private,1, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,70, United-States, >50K
26, Private,1, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,1,35, United-States, <=50K
59, Local-gov,1, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
43, Private,1, Doctorate,16, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,1,40, ?, <=50K
20, Private,1, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,1,40, United-States, <=50K
41, Private,1, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,40, United-States, <=50K
51, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, <=50K
27, Private,1, HS-grad,9, Never-married, Adm-clerical, Unmarried, Other, Female,0,1,40, United-States, <=50K
36, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, <=50K
25, Private,1, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,1,60, United-States, <=50K
55, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,50, United-States, >50K
22, Local-gov,1, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,21, United-States, <=50K
58, State-gov,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,20,1,40, India, <=50K
43, Private,1, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,20,1,15, United-States, <=50K
39, Private,1, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1,20, United-States, >50K
40, Private,1, 9th,5, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,1,40, Haiti, <=50K
46, Private,1, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,1,45, United-States, <=50K
54, Federal-gov,1, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,1,20, United-States, <=50K
19, Private,1, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,1,30, United-States, <=50K
24, Private,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, United-States, <=50K
53, ?,1, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,1,40, United-States, <=50K
24, State-gov,1, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,13, United-States, <=50K
29, Self-emp-not-inc,1, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,1,65, United-States, <=50K
56, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,38,1,50, United-States, >50K
54, ?,1, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,1,40, United-States, >50K
21, ?,1, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,1,30, United-States, <=50K
34, Private,1, 9th,5, Separated, Craft-repair, Not-in-family, White, Male,0,1,40, ?, <=50K
56, Private,1, 11th,7, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1,40, United-States, <=50K
34, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,38,1,50, United-States, >50K
19, Private,1, 10th,6, Never-married, Sales, Unmarried, Black, Female,0,1,40, United-States, <=50K
32, Self-emp-inc,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,65, United-States, >50K
48, Private,1, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1,52, United-States, <=50K
67, ?,1, Masters,14, Married-civ-spouse, ?, Husband, Black, Male,0,1,40, United-States, >50K
47, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,25, United-States, <=50K
52, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,60, United-States, >50K
40, Private,1, 1st-4th,2, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,0,1,40, Dominican-Republic, <=50K
28, Private,1, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,50, United-States, <=50K
41, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,36,1,50, United-States, >50K
57, Private,1, 1st-4th,2, Divorced, Craft-repair, Unmarried, White, Male,0,1,40, Portugal, <=50K
51, Private,1, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
26, ?,1, 11th,7, Never-married, ?, Not-in-family, White, Female,0,1,35, Germany, <=50K
36, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1,45, ?, <=50K
33, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, United-States, >50K
46, Private,1, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,45, United-States, >50K
50, Private,1, HS-grad,9, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,1,40, Philippines, <=50K
33, Private,1, Some-college,10, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,1,40, ?, <=50K
77, Self-emp-not-inc,1, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,2,1,20, United-States, <=50K
39, Private,1, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Male,43,1,52, United-States, >50K
67, ?,1, HS-grad,9, Widowed, ?, Unmarried, White, Male,0,1,3, United-States, <=50K
35, Private,1, Assoc-acdm,12, Divorced, Handlers-cleaners, Unmarried, White, Female,0,1,24, United-States, <=50K
23, Private,1, 10th,6, Never-married, Craft-repair, Own-child, Black, Female,0,1,40, United-States, <=50K
37, Private,1, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,43,1,45, United-States, >50K
41, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,50, United-States, >50K
60, Private,1, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,35, United-States, >50K
32, Private,1, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,1,55, United-States, <=50K
56, Federal-gov,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1,40, United-States, <=50K
45, State-gov,1, Assoc-voc,11, Divorced, Tech-support, Unmarried, White, Female,0,1,40, United-States, <=50K
24, Private,1, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,1,45, United-States, >50K
18, Private,1, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,27, United-States, <=50K
31, Private,1, HS-grad,9, Married-civ-spouse, Other-service, Husband, Other, Male,0,1,40, United-States, <=50K
21, ?,1, Some-college,10, Never-married, ?, Own-child, White, Male,0,1,50, United-States, <=50K
45, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-10,1,55, United-States, >50K
23, Private,1, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,1,40, United-States, <=50K
45, State-gov,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, <=50K
18, Private,1, 11th,7, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,1,25, United-States, <=50K
25, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1,30, United-States, <=50K
31, State-gov,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, <=50K
19, Private,1, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,1,45, United-States, <=50K
41, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
74, Private,1, Prof-school,15, Widowed, Adm-clerical, Not-in-family, Black, Female,0,1,20, United-States, <=50K
27, Private,1, 5th-6th,3, Never-married, Transport-moving, Not-in-family, White, Male,0,1,40, Mexico, <=50K
23, Private,1, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
31, Private,1, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, >50K
40, Self-emp-inc,1, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1,40, United-States, <=50K
41, Federal-gov,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,40, United-States, >50K
25, Private,1, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,1,20, United-States, <=50K
42, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1,60, United-States, <=50K
24, Private,1, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,0,1,40, United-States, <=50K
42, Private,1, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,50, United-States, >50K
45, Self-emp-not-inc,1, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,70, United-States, <=50K
52, Federal-gov,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,36,1,40, United-States, >50K
34, Private,1, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
32, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,1,60, United-States, <=50K
54, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,45, United-States, <=50K
42, Federal-gov,1, 11th,7, Never-married, Tech-support, Not-in-family, White, Male,-7,1,40, United-States, <=50K
32, Private,1, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,75,1,40, United-States, >50K
40, ?,1, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,1,20, United-States, <=50K
55, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,60, United-States, >50K
66, ?,1, 11th,7, Never-married, ?, Not-in-family, White, Male,0,1,30, United-States, <=50K
52, State-gov,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, <=50K
21, State-gov,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,15, United-States, <=50K
33, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1,40, United-States, >50K
52, ?,1, Assoc-voc,11, Married-civ-spouse, ?, Husband, White, Male,0,1,50, United-States, >50K
28, Private,1, 5th-6th,3, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1,40, ?, <=50K
27, Self-emp-not-inc,1, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
42, Local-gov,1, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,1,50, United-States, <=50K
27, Self-emp-inc,1, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,1,45, United-States, <=50K
47, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,38,1,40, United-States, >50K
19, Private,1, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,1,40, United-States, <=50K
46, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
55, Self-emp-not-inc,1, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,1,25, Nicaragua, <=50K
50, Private,1, 7th-8th,4, Married-civ-spouse, Sales, Husband, Other, Male,0,1,49, Dominican-Republic, <=50K
32, Private,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,21,1,50, United-States, <=50K
28, Private,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1,40, United-States, <=50K
23, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,1,40, United-States, <=50K
43, Private,1, Masters,14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,1,50, United-States, <=50K
34, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, Iran, >50K
19, Private,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,1,40, Vietnam, <=50K
37, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1,55, United-States, <=50K
27, Private,1, Bachelors,13, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,1,40, Hong, <=50K
18, Private,1, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,1,24, United-States, <=50K
31, Private,1, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
49, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,50, United-States, <=50K
26, Federal-gov,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,60, Columbia, <=50K
48, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,45, United-States, >50K
39, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1,40, United-States, <=50K
41, Private,1, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female,0,1,40, United-States, <=50K
48, State-gov,1, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,1,56, United-States, >50K
40, Private,1, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,53,1,40, United-States, >50K
70, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,70, United-States, >50K
20, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,43, United-States, <=50K
38, Private,1, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,1,75, Mexico, <=50K
37, Self-emp-not-inc,1, Some-college,10, Separated, Other-service, Own-child, White, Female,0,1,40, Cuba, <=50K
49, Private,1, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,1,40, United-States, >50K
51, Private,1, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,16,1,40, United-States, >50K
43, Private,1, 1st-4th,2, Never-married, Sales, Own-child, White, Male,0,1,40, United-States, <=50K
38, Private,1, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,50, United-States, <=50K
18, ?,1, 11th,7, Never-married, ?, Own-child, White, Male,0,1,36, United-States, <=50K
23, Private,1, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Male,0,1,25, Mexico, <=50K
34, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
62, ?,1, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,1,24, United-States, <=50K
33, Private,1, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,1,40, United-States, <=50K
31, Private,1, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,1,45, United-States, <=50K
64, Private,1, Some-college,10, Widowed, Tech-support, Unmarried, White, Female,0,1,40, United-States, <=50K
26, Local-gov,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,28, El-Salvador, <=50K
55, Private,1, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, <=50K
61, Local-gov,1, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,1,40, United-States, <=50K
37, Private,1, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,40, United-States, >50K
78, Local-gov,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,15, United-States, <=50K
27, Federal-gov,1, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,1,40, United-States, <=50K
49, Private,1, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,1,42, United-States, <=50K
55, State-gov,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,38,1,45, United-States, >50K
42, Private,1, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,58, United-States, <=50K
22, ?,1, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,1,40, United-States, <=50K
61, Private,1, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
64, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,5, United-States, <=50K
46, Local-gov,1, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1,40, United-States, <=50K
24, Private,1, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,40, United-States, <=50K
27, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,14,1,70, United-States, <=50K
